ID	ABM006.A0101.mp2profile	ABM007.A0101.mp2profile	ABM008.A0101.mp2profile	ARS001.A0101.SG1.2.mp2profile	ARS004.A0101.SG1.2.mp2profile	ARS005.A0101.SG1.2.mp2profile	ARS010.A0101.SG1.2.mp2profile	ARS011.A0101.SG1.2.mp2profile	ARS012.A0101.SG1.2.mp2profile	ARS013.A0101.SG1.2.mp2profile	ARS015.A0101.SG1.2.mp2profile	ARS017.A0101.SG1.2.mp2profile	ARS020.A0101.SG1.2.mp2profile	BAN001.A0101.mp2profile	BIT001.A0101.mp2profile	BSQ001.A0101.mp2profile	CDC005.A0101.mp2profile	CDC006.A0101.mp2profile	CDC007.A0101.mp2profile	CDC008.A0101.mp2profile	CDC009.A0101.mp2profile	CDC010.A0101.mp2profile	CDC011.A0101.mp2profile	Chimp.150519.mp2profile	DJA002.A0101.mp2profile	DJA006.A0101.mp2profile	DJA007.A0101.mp2profile	DLV001.A0101.mp2profile	DLV002.A0101.mp2profile	EBO001.A0101.mp2profile	EBO003.A0101.mp2profile	EBO008.A0101.mp2profile	EBO009.A0101.mp2profile	ECO002.B0101.mp2profile	ECO004.B0101.mp2profile	ECO006.B0101.mp2profile	ECO010.B0101.mp2profile	ElSidron1.mp2profile	ElSidron2.mp2profile	EMN001.A0101.mp2profile	ERR1883418.mp2profile	ERR1883419.mp2profile	ERR1883420.mp2profile	ERR1883421.mp2profile	ERR1883422.mp2profile	ERR1883423.mp2profile	ERR1883424.mp2profile	ERR1883430.mp2profile	ERR1883436.mp2profile	ERR1883438.mp2profile	ESA003.A0101.mp2profile	ESA004.A0101.mp2profile	ESA006.A0101.mp2profile	ESA007.A0101.mp2profile	ESA008.A0101.mp2profile	EXB002.A1101.mp2profile	EXB015.A1701.mp2profile	EXB015.A1901.mp2profile	EXB015.A2001.mp2profile	EXB015.A2101.mp2profile	EXB015.A2201.mp2profile	EXB015.A2301.mp2profile	EXB015.A2401.mp2profile	EXB015.A2501.mp2profile	EXB015.A2601.mp2profile	EXB015.A2801.mp2profile	EXB015.A2901.mp2profile	EXB020.A0101.mp2profile	EXB021.A0101.mp2profile	EXB022.A0101.mp2profile	EXB023.A0101.mp2profile	EXB033.A0401.mp2profile	EXB033.A0801.mp2profile	EXB033.A1401.mp2profile	FDM001.A0101.mp2profile	FUM001.A0101.mp2profile	FUM002.A0101.mp2profile	FUM003.A0101.mp2profile	GDC002.A0101.mp2profile	GDC004.A0101.mp2profile	GDC005.A0101.mp2profile	GDN001.A0101.mp2profile	GOY005.A0101.mp2profile	GOY006.A0101.mp2profile	GUE001.A0101.mp2profile	IBA001.A0101.mp2profile	IBA002.A0101.mp2profile	JAE006.A0101.mp2profile	JAE007.A0101.mp2profile	JAE008.A0101.mp2profile	JAE009.A0101.mp2profile	JAE010.A0101.mp2profile	JAE012.A0101.mp2profile	JAE013.A0101.mp2profile	JAE014.A0101.mp2profile	JAE015.A0101.mp2profile	JAE016.A0101.mp2profile	KNP001.A0102.mp2profile	KNP003.A0102.mp2profile	KNP004.A0102.mp2profile	KNP005.A0102.mp2profile	KNP006.A0102.mp2profile	KNP007.A0102.mp2profile	KNP009.A0102.mp2profile	LIB007.A0117.mp2profile	LIB007.A0118.mp2profile	LIB007.A0119.mp2profile	LIB007.A0120.mp2profile	LIB007.A0122.mp2profile	LIB007.A0123.mp2profile	LIB007.A0124.mp2profile	LIB009.A0102.mp2profile	LIB012.A0101.mp2profile	LIB013.A0101.mp2profile	LIB014.A0101.mp2profile	LIB015.A0101.mp2profile	LIB017.A0101.mp2profile	LIB017.A0102.mp2profile	LIB025.A0301.mp2profile	LIB025.A0601.mp2profile	LIB025.A0701.mp2profile	LIS001.A0101.mp2profile	LIS002.A0101.mp2profile	LIS003.A0101.mp2profile	LOB001.A0101.mp2profile	MOA001.A0101.mp2profile	MTK001.A0101.mp2profile	MTM001.A0101.mp2profile	MTM002.A0101.mp2profile	MTM003.A0101.mp2profile	MTM004.A0101.mp2profile	MTM005.A0101.mp2profile	MTM006.A0101.mp2profile	MTM008.A0101.mp2profile	MTM009.A0101.mp2profile	MTM010.A0101.mp2profile	MTM011.A0101.mp2profile	MTM012.A0101.mp2profile	MTM013.A0101.mp2profile	MTS001.A0101.mp2profile	MTS002.A0101.mp2profile	MTS003.A0101.mp2profile	OAK001.A0101.mp2profile	OAK002.A0101.mp2profile	OAK003.A0101.mp2profile	OAK004.A0101.mp2profile	OAK005.A0101.mp2profile	OFN001.A0101.mp2profile	OME002.A0101.mp2profile	OME003.A0101.mp2profile	OME005.A0101.mp2profile	OME007.A0101.mp2profile	OME009.A0101.mp2profile	PES001.B0101.mp2profile	PLV001.A0101.mp2profile	PYK001.A0101.mp2profile	PYK002.A0101.mp2profile	PYK003.A0101.mp2profile	PYK004.A0101.mp2profile	PYK005.A0101.mp2profile	RIG001.A0101.mp2profile	SPM001.A0101.mp2profile	SPM002.A0101.mp2profile	SpyNew.mp2profile	SpyOld.mp2profile	SRR059389.mp2profile	SRR059425.mp2profile	SRR059455.mp2profile	SRR059917.mp2profile	SRR060358.mp2profile	SRR061192.mp2profile	SRR061294.mp2profile	SRR061320.mp2profile	SRR061365.mp2profile	SRR061562.mp2profile	SRR062083.mp2profile	SRR062298.mp2profile	SRR062299.mp2profile	SRR063517.mp2profile	SRR1631060.mp2profile	SRR1631061.mp2profile	SRR1631063.mp2profile	SRR1631064.mp2profile	SRR1633008.mp2profile	SRR1761677.mp2profile	SRR1761682.mp2profile	SRR1761688.mp2profile	SRR1761692.mp2profile	SRR1761697.mp2profile	SRR1761698.mp2profile	SRR1761705.mp2profile	SRR1761710.mp2profile	SRR1761718.mp2profile	SRR1761721.mp2profile	SRR1804664.mp2profile	SRR1804823.mp2profile	SRR1929408.mp2profile	SRR1930121.mp2profile	SRR1930123.mp2profile	SRR1930141.mp2profile	SRR1930145.mp2profile	SRR3184100.mp2profile	SRR3184876.mp2profile	SRR3189411.mp2profile	SRR3189416.mp2profile	SRR3189418.mp2profile	SRR512767.mp2profile	SRR513165.mp2profile	SRR513768.mp2profile	SRR513775.mp2profile	SRR513828.mp2profile	SRR514202.mp2profile	SRR514239.mp2profile	SRR514306.mp2profile	SRR514329.mp2profile	TAF008.B0101.mp2profile	TAF016.B0101.mp2profile	TAF017.A0101.mp2profile	TAF018.A0101.mp2profile	VLC001.A0101.mp2profile	VLC002.A0101.mp2profile	VLC003.A0101.mp2profile	VLC004.A0101.mp2profile	VLC005.A0101.mp2profile	VLC008.A0101.mp2profile	VLC009.A0101.mp2profile	VLC010.A0101.mp2profile	VLD001.A0101.mp2profile	WAL001.A0101.mp2profile	ZAF001.A0101.mp2profile
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_doosanense|t__GCF_000372245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_durum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2148	0	0	0	0	0.11453	0	0	0	0	0	0	0	0	0	0.11173	0	0	0	0	0	0	0	0	0	0.06309	0	0	0	0	0	0	0	0	0	0	0.03612	0	0.01252	0	1.00731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27237	0	0.14585	0	0	0	0	0.15739	0.33381	1.25437	0	0.26713	0.00877	2.40828	0.03131	0.01046	1.90413	0.05533	0.60848	0.62739	0.39162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37101	0.04601	0	0	0	0	0.19347	0.87294	0	0.22736	0.28648	0	0	0	0.01556	0	0.1257	0.13346	0.1282	0	4.29348	0	0.09584	0.10657	0.5286	1.88686	0.09196	0	0	0	0.26535	0.31109	0	0	0	0.04515	0	0.0077	0	0	0	0	0	0	0	0	0	0.30522	3.63221	3.38427	5.17215	1.31687	5.36173	0.02557	0.22609	7.07275	0.02926	0.04116	0.03852	0.04013	0	0	0	0	0.04984	0	0	0	0	0	0	2.54478	1.32147	0	0	0	0	0	0.06739	0	0.08352	0.07904	0.07272	2.56877	0.49982	1.90387	6.44521	0.763	0.7181	2.54101	2.24988	0.7401	0	0	0	0	0.23043	0.41481	0	4.21906	1.46356	0.42733	0.14723	0.04276	0	0.2067	0.07205
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_durum|t__GCF_000318135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2148	0	0	0	0	0.11453	0	0	0	0	0	0	0	0	0	0.11173	0	0	0	0	0	0	0	0	0	0.06309	0	0	0	0	0	0	0	0	0	0	0.03612	0	0.01252	0	1.00731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27237	0	0.14585	0	0	0	0	0.15739	0.33381	1.25437	0	0.26713	0.00877	2.40828	0.03131	0.01046	1.90413	0.05533	0.60848	0.62739	0.39162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37101	0.04601	0	0	0	0	0.19347	0.87294	0	0.22736	0.28648	0	0	0	0.01556	0	0.1257	0.13346	0.1282	0	4.29348	0	0.09584	0.10657	0.5286	1.88686	0.09196	0	0	0	0.26535	0.31109	0	0	0	0.04515	0	0.0077	0	0	0	0	0	0	0	0	0	0.30522	3.63221	3.38427	5.17215	1.31687	5.36173	0.02557	0.22609	7.07275	0.02926	0.04116	0.03852	0.04013	0	0	0	0	0.04984	0	0	0	0	0	0	2.54478	1.32147	0	0	0	0	0	0.06739	0	0.08352	0.07904	0.07272	2.56877	0.49982	1.90387	6.44521	0.763	0.7181	2.54101	2.24988	0.7401	0	0	0	0	0.23043	0.41481	0	4.21906	1.46356	0.42733	0.14723	0.04276	0	0.2067	0.07205
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_efficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_efficiens|t__Corynebacterium_efficiens_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_genitalium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00466	0.00655	0.0065	0.00556	0.00677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01319	0.01026	0.01063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64191
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_genitalium|t__GCF_000143825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00466	0.00655	0.0065	0.00556	0.00677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01319	0.01026	0.01063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64191
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_glucuronolyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00393	0	0.00332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_glucuronolyticum|t__Corynebacterium_glucuronolyticum_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00393	0	0.00332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_glutamicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21514	0	0	0	0	0	0	0	0	0	0	0.02523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04532	0	0	0	0	0	0	0	0	0	0	0	0.04553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02349	0.02471	0.02157	0.02237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00346	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_glutamicum|t__Corynebacterium_glutamicum_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21514	0	0	0	0	0	0	0	0	0	0	0.02523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04532	0	0	0	0	0	0	0	0	0	0	0	0.04553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02349	0.02471	0.02157	0.02237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00346	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_halotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_halotolerans|t__GCF_000341345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_jeikeium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32712	0.33994	0.31286	0.35292	0.01325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03939	0.04471	0.04562	0.04477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0181
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_jeikeium|t__Corynebacterium_jeikeium_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32712	0.33994	0.31286	0.35292	0.01325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03939	0.04471	0.04562	0.04477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0181
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_kroppenstedtii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2068	0.20373	0.1938	0.18843	0.00852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71965	0.08888	0.00803	0.00947	0.00412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50955
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_kroppenstedtii|t__GCF_000023145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2068	0.20373	0.1938	0.18843	0.00852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71965	0.08888	0.00803	0.00947	0.00412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50955
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_lipophiloflavum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
