Binning Method	Database	Taxonomic Level	Decontam Method	Decontam Threshold	Contaminant	Genus	Species
megan	refseq	species	combined	0.99	Staphylococcus petrasii	Staphylococcus	petrasii
megan	refseq	species	combined	0.99	Staphylococcus sciuri	Staphylococcus	sciuri
megan	refseq	species	combined	0.99	Staphylococcus warneri	Staphylococcus	warneri
megan	refseq	species	combined	0.99	Stappia indica	Stappia	indica
megan	refseq	species	combined	0.99	Starkeya novella	Starkeya	novella
megan	refseq	species	combined	0.99	Stenotrophomonas acidaminiphila	Stenotrophomonas	acidaminiphila
megan	refseq	species	combined	0.99	Stenotrophomonas maltophilia	Stenotrophomonas	maltophilia
megan	refseq	species	combined	0.99	Stenotrophomonas nitritireducens	Stenotrophomonas	nitritireducens
megan	refseq	species	combined	0.99	Stenotrophomonas pavanii	Stenotrophomonas	pavanii
megan	refseq	species	combined	0.99	Stenotrophomonas rhizophila	Stenotrophomonas	rhizophila
megan	refseq	species	combined	0.99	Stenotrophomonas sp. 92mfcol6.1	Stenotrophomonas	sp. 92mfcol6.1
megan	refseq	species	combined	0.99	Stenotrophomonas sp. HMSC10F06	Stenotrophomonas	sp. HMSC10F06
megan	refseq	species	combined	0.99	Stenotrophomonas sp. HMSC10F07	Stenotrophomonas	sp. HMSC10F07
megan	refseq	species	combined	0.99	Stenotrophomonas sp. KCTC 12332	Stenotrophomonas	sp. KCTC 12332
megan	refseq	species	combined	0.99	Stenotrophomonas sp. Leaf70	Stenotrophomonas	sp. Leaf70
megan	refseq	species	combined	0.99	Stenotrophomonas sp. LM091	Stenotrophomonas	sp. LM091
megan	refseq	species	combined	0.99	Stenotrophomonas sp. MYb57	Stenotrophomonas	sp. MYb57
megan	refseq	species	combined	0.99	Stenotrophomonas sp. SC-N050	Stenotrophomonas	sp. SC-N050
megan	refseq	species	combined	0.99	Stenotrophomonas sp. SKA14	Stenotrophomonas	sp. SKA14
megan	refseq	species	combined	0.99	Steroidobacter denitrificans	Steroidobacter	denitrificans
megan	refseq	species	combined	0.99	Stigmatella aurantiaca	Stigmatella	aurantiaca
megan	refseq	species	combined	0.99	Streptacidiphilus albus	Streptacidiphilus	albus
megan	refseq	species	combined	0.99	Streptacidiphilus carbonis	Streptacidiphilus	carbonis
megan	refseq	species	combined	0.99	Streptacidiphilus jiangxiensis	Streptacidiphilus	jiangxiensis
megan	refseq	species	combined	0.99	Streptococcus acidominimus	Streptococcus	acidominimus
megan	refseq	species	combined	0.99	Streptococcus dysgalactiae	Streptococcus	dysgalactiae
megan	refseq	species	combined	0.99	Streptococcus equinus	Streptococcus	equinus
megan	refseq	species	combined	0.99	Streptococcus himalayensis	Streptococcus	himalayensis
megan	refseq	species	combined	0.99	Streptococcus marimammalium	Streptococcus	marimammalium
megan	refseq	species	combined	0.99	Streptococcus marmotae	Streptococcus	marmotae
megan	refseq	species	combined	0.99	Streptococcus massiliensis	Streptococcus	massiliensis
megan	refseq	species	combined	0.99	Streptococcus pasteurianus	Streptococcus	pasteurianus
megan	refseq	species	combined	0.99	Streptococcus ruminantium	Streptococcus	ruminantium
megan	refseq	species	combined	0.99	Streptococcus sp. 1171_SSPC	Streptococcus	sp. 1171_SSPC
megan	refseq	species	combined	0.99	Streptococcus sp. CCUG 49591	Streptococcus	sp. CCUG 49591
megan	refseq	species	combined	0.99	Streptococcus sp. ChDC B345	Streptococcus	sp. ChDC B345
megan	refseq	species	combined	0.99	Streptococcus sp. DD12	Streptococcus	sp. DD12
megan	refseq	species	combined	0.99	Streptococcus sp. HMSC034E03	Streptococcus	sp. HMSC034E03
megan	refseq	species	combined	0.99	Streptococcus sp. HMSC056C01	Streptococcus	sp. HMSC056C01
megan	refseq	species	combined	0.99	Streptococcus sp. HMSC061D10	Streptococcus	sp. HMSC061D10
megan	refseq	species	combined	0.99	Streptococcus sp. HMSC065E03	Streptococcus	sp. HMSC065E03
megan	refseq	species	combined	0.99	Streptococcus sp. HMSC066E07	Streptococcus	sp. HMSC066E07
megan	refseq	species	combined	0.99	Streptococcus sp. HMSC067A03	Streptococcus	sp. HMSC067A03
megan	refseq	species	combined	0.99	Streptococcus sp. HMSC072G04	Streptococcus	sp. HMSC072G04
megan	refseq	species	combined	0.99	Streptococcus sp. HMSC073D05	Streptococcus	sp. HMSC073D05
megan	refseq	species	combined	0.99	Streptococcus sp. HMSC073F11	Streptococcus	sp. HMSC073F11
megan	refseq	species	combined	0.99	Streptococcus sp. HMSC077D04	Streptococcus	sp. HMSC077D04
megan	refseq	species	combined	0.99	Streptococcus sp. HMSC077F03	Streptococcus	sp. HMSC077F03
megan	refseq	species	combined	0.99	Streptococcus sp. HMSC34B10	Streptococcus	sp. HMSC34B10
megan	refseq	species	combined	0.99	Streptococcus sp. HMSC36C04	Streptococcus	sp. HMSC36C04
megan	refseq	species	combined	0.99	Streptococcus sp. I-G2	Streptococcus	sp. I-G2
megan	refseq	species	combined	0.99	Streptococcus sp. M143	Streptococcus	sp. M143
megan	refseq	species	combined	0.99	Streptococcus sp. M334	Streptococcus	sp. M334
megan	refseq	species	combined	0.99	Streptococcus sp. oral taxon 431	Streptococcus	sp. oral taxon 431
megan	refseq	species	combined	0.99	Streptococcus urinalis	Streptococcus	urinalis
megan	refseq	species	combined	0.99	Streptococcus vestibularis	Streptococcus	vestibularis
megan	refseq	species	combined	0.99	Streptomyces abyssalis	Streptomyces	abyssalis
megan	refseq	species	combined	0.99	Streptomyces acidiscabies	Streptomyces	acidiscabies
megan	refseq	species	combined	0.99	Streptomyces actuosus	Streptomyces	actuosus
megan	refseq	species	combined	0.99	Streptomyces afghaniensis	Streptomyces	afghaniensis
megan	refseq	species	combined	0.99	Streptomyces africanus	Streptomyces	africanus
megan	refseq	species	combined	0.99	Streptomyces aidingensis	Streptomyces	aidingensis
megan	refseq	species	combined	0.99	Streptomyces albidoflavus	Streptomyces	albidoflavus
megan	refseq	species	combined	0.99	Streptomyces albireticuli	Streptomyces	albireticuli
megan	refseq	species	combined	0.99	Streptomyces alboverticillatus	Streptomyces	alboverticillatus
megan	refseq	species	combined	0.99	Streptomyces albulus	Streptomyces	albulus
megan	refseq	species	combined	0.99	Streptomyces albus	Streptomyces	albus
megan	refseq	species	combined	0.99	Streptomyces alni	Streptomyces	alni
megan	refseq	species	combined	0.99	Streptomyces angustmyceticus	Streptomyces	angustmyceticus
megan	refseq	species	combined	0.99	Streptomyces antibioticus	Streptomyces	antibioticus
megan	refseq	species	combined	0.99	Streptomyces atratus	Streptomyces	atratus
megan	refseq	species	combined	0.99	Streptomyces atriruber	Streptomyces	atriruber
megan	refseq	species	combined	0.99	Streptomyces aurantiacus	Streptomyces	aurantiacus
megan	refseq	species	combined	0.99	Streptomyces auratus	Streptomyces	auratus
megan	refseq	species	combined	0.99	Streptomyces aureocirculatus	Streptomyces	aureocirculatus
megan	refseq	species	combined	0.99	Streptomyces aureus	Streptomyces	aureus
megan	refseq	species	combined	0.99	Streptomyces avermitilis	Streptomyces	avermitilis
megan	refseq	species	combined	0.99	Streptomyces azureus	Streptomyces	azureus
megan	refseq	species	combined	0.99	Streptomyces barkulensis	Streptomyces	barkulensis
megan	refseq	species	combined	0.99	Streptomyces bicolor	Streptomyces	bicolor
megan	refseq	species	combined	0.99	Streptomyces bobili	Streptomyces	bobili
megan	refseq	species	combined	0.99	Streptomyces cacaoi	Streptomyces	cacaoi
megan	refseq	species	combined	0.99	Streptomyces caeruleatus	Streptomyces	caeruleatus
megan	refseq	species	combined	0.99	Streptomyces canus	Streptomyces	canus
megan	refseq	species	combined	0.99	Streptomyces carpinensis	Streptomyces	carpinensis
megan	refseq	species	combined	0.99	Streptomyces cattleya	Streptomyces	cattleya
megan	refseq	species	combined	0.99	Streptomyces cellostaticus	Streptomyces	cellostaticus
megan	refseq	species	combined	0.99	Streptomyces chartreusis	Streptomyces	chartreusis
megan	refseq	species	combined	0.99	Streptomyces cinnamoneus	Streptomyces	cinnamoneus
megan	refseq	species	combined	0.99	Streptomyces clavuligerus	Streptomyces	clavuligerus
megan	refseq	species	combined	0.99	Streptomyces curacoi	Streptomyces	curacoi
megan	refseq	species	combined	0.99	Streptomyces davaonensis	Streptomyces	davaonensis
megan	refseq	species	combined	0.99	Streptomyces exfoliatus	Streptomyces	exfoliatus
megan	refseq	species	combined	0.99	Streptomyces flavidovirens	Streptomyces	flavidovirens
megan	refseq	species	combined	0.99	Streptomyces flavovariabilis	Streptomyces	flavovariabilis
megan	refseq	species	combined	0.99	Streptomyces formicae	Streptomyces	formicae
megan	refseq	species	combined	0.99	Streptomyces gilvosporeus	Streptomyces	gilvosporeus
megan	refseq	species	combined	0.99	Streptomyces glaucescens	Streptomyces	glaucescens
megan	refseq	species	combined	0.99	Streptomyces glauciniger	Streptomyces	glauciniger
megan	refseq	species	combined	0.99	Streptomyces globosus	Streptomyces	globosus
megan	refseq	species	combined	0.99	Streptomyces graminilatus	Streptomyces	graminilatus
megan	refseq	species	combined	0.99	Streptomyces griseoruber	Streptomyces	griseoruber
megan	refseq	species	combined	0.99	Streptomyces griseorubiginosus	Streptomyces	griseorubiginosus
megan	refseq	species	combined	0.99	Streptomyces griseus	Streptomyces	griseus
megan	refseq	species	combined	0.99	Streptomyces guanduensis	Streptomyces	guanduensis
megan	refseq	species	combined	0.99	Streptomyces hirsutus	Streptomyces	hirsutus
megan	refseq	species	combined	0.99	Streptomyces hundungensis	Streptomyces	hundungensis
megan	refseq	species	combined	0.99	Streptomyces hyaluromycini	Streptomyces	hyaluromycini
megan	refseq	species	combined	0.99	Streptomyces hygroscopicus	Streptomyces	hygroscopicus
megan	refseq	species	combined	0.99	Streptomyces indicus	Streptomyces	indicus
megan	refseq	species	combined	0.99	Streptomyces iranensis	Streptomyces	iranensis
megan	refseq	species	combined	0.99	Streptomyces jietaisiensis	Streptomyces	jietaisiensis
megan	refseq	species	combined	0.99	Streptomyces kanamyceticus	Streptomyces	kanamyceticus
megan	refseq	species	combined	0.99	Streptomyces kasugaensis	Streptomyces	kasugaensis
megan	refseq	species	combined	0.99	Streptomyces kebangsaanensis	Streptomyces	kebangsaanensis
megan	refseq	species	combined	0.99	Streptomyces koyangensis	Streptomyces	koyangensis
megan	refseq	species	combined	0.99	Streptomyces lavendulae	Streptomyces	lavendulae
megan	refseq	species	combined	0.99	Streptomyces lincolnensis	Streptomyces	lincolnensis
megan	refseq	species	combined	0.99	Streptomyces longwoodensis	Streptomyces	longwoodensis
megan	refseq	species	combined	0.99	Streptomyces lunaelactis	Streptomyces	lunaelactis
megan	refseq	species	combined	0.99	Streptomyces luridiscabiei	Streptomyces	luridiscabiei
megan	refseq	species	combined	0.99	Streptomyces lushanensis	Streptomyces	lushanensis
megan	refseq	species	combined	0.99	Streptomyces lydicus	Streptomyces	lydicus
megan	refseq	species	combined	0.99	Streptomyces mirabilis	Streptomyces	mirabilis
megan	refseq	species	combined	0.99	Streptomyces monomycini	Streptomyces	monomycini
megan	refseq	species	combined	0.99	Streptomyces nanshensis	Streptomyces	nanshensis
megan	refseq	species	combined	0.99	Streptomyces neyagawaensis	Streptomyces	neyagawaensis
megan	refseq	species	combined	0.99	Streptomyces niveiscabiei	Streptomyces	niveiscabiei
megan	refseq	species	combined	0.99	Streptomyces niveus	Streptomyces	niveus
megan	refseq	species	combined	0.99	Streptomyces oceani	Streptomyces	oceani
megan	refseq	species	combined	0.99	Streptomyces olivaceus	Streptomyces	olivaceus
megan	refseq	species	combined	0.99	Streptomyces olivochromogenes	Streptomyces	olivochromogenes
megan	refseq	species	combined	0.99	Streptomyces olivoreticuli	Streptomyces	olivoreticuli
megan	refseq	species	combined	0.99	Streptomyces pathocidini	Streptomyces	pathocidini
megan	refseq	species	combined	0.99	Streptomyces paucisporeus	Streptomyces	paucisporeus
megan	refseq	species	combined	0.99	Streptomyces peucetius	Streptomyces	peucetius
megan	refseq	species	combined	0.99	Streptomyces phaeochromogenes	Streptomyces	phaeochromogenes
megan	refseq	species	combined	0.99	Streptomyces phaeoluteigriseus	Streptomyces	phaeoluteigriseus
megan	refseq	species	combined	0.99	Streptomyces pini	Streptomyces	pini
megan	refseq	species	combined	0.99	Streptomyces prasinopilosus	Streptomyces	prasinopilosus
megan	refseq	species	combined	0.99	Streptomyces prasinus	Streptomyces	prasinus
megan	refseq	species	combined	0.99	Streptomyces pratensis	Streptomyces	pratensis
megan	refseq	species	combined	0.99	Streptomyces pristinaespiralis	Streptomyces	pristinaespiralis
megan	refseq	species	combined	0.99	Streptomyces puniciscabiei	Streptomyces	puniciscabiei
megan	refseq	species	combined	0.99	Streptomyces purpureus	Streptomyces	purpureus
megan	refseq	species	combined	0.99	Streptomyces qaidamensis	Streptomyces	qaidamensis
megan	refseq	species	combined	0.99	Streptomyces qinglanensis	Streptomyces	qinglanensis
megan	refseq	species	combined	0.99	Streptomyces radiopugnans	Streptomyces	radiopugnans
megan	refseq	species	combined	0.99	Streptomyces rangoonensis	Streptomyces	rangoonensis
megan	refseq	species	combined	0.99	Streptomyces resistomycificus	Streptomyces	resistomycificus
megan	refseq	species	combined	0.99	Streptomyces rhizosphaericus	Streptomyces	rhizosphaericus
megan	refseq	species	combined	0.99	Streptomyces rimosus	Streptomyces	rimosus
megan	refseq	species	combined	0.99	Streptomyces roseus	Streptomyces	roseus
megan	refseq	species	combined	0.99	Streptomyces rubidus	Streptomyces	rubidus
megan	refseq	species	combined	0.99	Streptomyces scabiei	Streptomyces	scabiei
megan	refseq	species	combined	0.99	Streptomyces scabrisporus	Streptomyces	scabrisporus
megan	refseq	species	combined	0.99	Streptomyces silvensis	Streptomyces	silvensis
megan	refseq	species	combined	0.99	Streptomyces sp. 142MFCol3.1	Streptomyces	sp. 142MFCol3.1
megan	refseq	species	combined	0.99	Streptomyces sp. 150FB	Streptomyces	sp. 150FB
megan	refseq	species	combined	0.99	Streptomyces sp. 2323.1	Streptomyces	sp. 2323.1
megan	refseq	species	combined	0.99	Streptomyces sp. 303MFCol5.2	Streptomyces	sp. 303MFCol5.2
megan	refseq	species	combined	0.99	Streptomyces sp. 3214.6	Streptomyces	sp. 3214.6
megan	refseq	species	combined	0.99	Streptomyces sp. 46	Streptomyces	sp. 46
megan	refseq	species	combined	0.99	Streptomyces sp. AcH 505	Streptomyces	sp. AcH 505
megan	refseq	species	combined	0.99	Streptomyces sp. Amel2xB2	Streptomyces	sp. Amel2xB2
megan	refseq	species	combined	0.99	Streptomyces sp. ATexAB-D23	Streptomyces	sp. ATexAB-D23
megan	refseq	species	combined	0.99	Streptomyces sp. BoleA5	Streptomyces	sp. BoleA5
megan	refseq	species	combined	0.99	Streptomyces sp. CB01580	Streptomyces	sp. CB01580
megan	refseq	species	combined	0.99	Streptomyces sp. CB02009	Streptomyces	sp. CB02009
megan	refseq	species	combined	0.99	Streptomyces sp. CB02058	Streptomyces	sp. CB02058
megan	refseq	species	combined	0.99	Streptomyces sp. CB02261	Streptomyces	sp. CB02261
megan	refseq	species	combined	0.99	Streptomyces sp. CB02488	Streptomyces	sp. CB02488
megan	refseq	species	combined	0.99	Streptomyces sp. CB02923	Streptomyces	sp. CB02923
megan	refseq	species	combined	0.99	Streptomyces sp. CB03234	Streptomyces	sp. CB03234
megan	refseq	species	combined	0.99	Streptomyces sp. CB03238	Streptomyces	sp. CB03238
megan	refseq	species	combined	0.99	Streptomyces sp. CC53	Streptomyces	sp. CC53
megan	refseq	species	combined	0.99	Streptomyces sp. CdTB01	Streptomyces	sp. CdTB01
megan	refseq	species	combined	0.99	Streptomyces sp. cf386	Streptomyces	sp. cf386
megan	refseq	species	combined	0.99	Streptomyces sp. CNH099	Streptomyces	sp. CNH099
megan	refseq	species	combined	0.99	Streptomyces sp. CNH287	Streptomyces	sp. CNH287
megan	refseq	species	combined	0.99	Streptomyces sp. CNQ-509	Streptomyces	sp. CNQ-509
megan	refseq	species	combined	0.99	Streptomyces sp. CNQ329	Streptomyces	sp. CNQ329
megan	refseq	species	combined	0.99	Streptomyces sp. CNS606	Streptomyces	sp. CNS606
megan	refseq	species	combined	0.99	Streptomyces sp. CNT360	Streptomyces	sp. CNT360
megan	refseq	species	combined	0.99	Streptomyces sp. CNT372	Streptomyces	sp. CNT372
megan	refseq	species	combined	0.99	Streptomyces sp. DSM 15324	Streptomyces	sp. DSM 15324
megan	refseq	species	combined	0.99	Streptomyces sp. HGB0020	Streptomyces	sp. HGB0020
megan	refseq	species	combined	0.99	Streptomyces sp. HmicA12	Streptomyces	sp. HmicA12
megan	refseq	species	combined	0.99	Streptomyces sp. IB2014 011-1	Streptomyces	sp. IB2014 011-1
megan	refseq	species	combined	0.99	Streptomyces sp. ICBB 8177	Streptomyces	sp. ICBB 8177
megan	refseq	species	combined	0.99	Streptomyces sp. LamerLS-316	Streptomyces	sp. LamerLS-316
megan	refseq	species	combined	0.99	Streptomyces sp. LaPpAH-108	Streptomyces	sp. LaPpAH-108
megan	refseq	species	combined	0.99	Streptomyces sp. LaPpAH-199	Streptomyces	sp. LaPpAH-199
megan	refseq	species	combined	0.99	Streptomyces sp. MBT76	Streptomyces	sp. MBT76
megan	refseq	species	combined	0.99	Streptomyces sp. MP131-18	Streptomyces	sp. MP131-18
megan	refseq	species	combined	0.99	Streptomyces sp. MspMP-M5	Streptomyces	sp. MspMP-M5
megan	refseq	species	combined	0.99	Streptomyces sp. NBRC 109706	Streptomyces	sp. NBRC 109706
megan	refseq	species	combined	0.99	Streptomyces sp. NBRC 110027	Streptomyces	sp. NBRC 110027
megan	refseq	species	combined	0.99	Streptomyces sp. NBRC 110028	Streptomyces	sp. NBRC 110028
megan	refseq	species	combined	0.99	Streptomyces sp. NBRC 110468	Streptomyces	sp. NBRC 110468
megan	refseq	species	combined	0.99	Streptomyces sp. NBRC 110611	Streptomyces	sp. NBRC 110611
megan	refseq	species	combined	0.99	Streptomyces sp. NBS 14/10	Streptomyces	sp. NBS 14/10
megan	refseq	species	combined	0.99	Streptomyces sp. NRRL B-24085	Streptomyces	sp. NRRL B-24085
megan	refseq	species	combined	0.99	Streptomyces sp. NRRL S-118	Streptomyces	sp. NRRL S-118
megan	refseq	species	combined	0.99	Streptomyces sp. NRRL S-1896	Streptomyces	sp. NRRL S-1896
megan	refseq	species	combined	0.99	Streptomyces sp. NRRL WC-3549	Streptomyces	sp. NRRL WC-3549
megan	refseq	species	combined	0.99	Streptomyces sp. PsTaAH-137	Streptomyces	sp. PsTaAH-137
megan	refseq	species	combined	0.99	Streptomyces sp. Root1310	Streptomyces	sp. Root1310
megan	refseq	species	combined	0.99	Streptomyces sp. Root264	Streptomyces	sp. Root264
megan	refseq	species	combined	0.99	Streptomyces sp. Root369	Streptomyces	sp. Root369
megan	refseq	species	combined	0.99	Streptomyces sp. Root431	Streptomyces	sp. Root431
megan	refseq	species	combined	0.99	Streptomyces sp. RTd22	Streptomyces	sp. RTd22
megan	refseq	species	combined	0.99	Streptomyces sp. RV15	Streptomyces	sp. RV15
megan	refseq	species	combined	0.99	Streptomyces sp. SA15	Streptomyces	sp. SA15
megan	refseq	species	combined	0.99	Streptomyces sp. SBT349	Streptomyces	sp. SBT349
megan	refseq	species	combined	0.99	Streptomyces sp. SceaMP-e96	Streptomyces	sp. SceaMP-e96
megan	refseq	species	combined	0.99	Streptomyces sp. SCSIO 03032	Streptomyces	sp. SCSIO 03032
megan	refseq	species	combined	0.99	Streptomyces sp. SM1	Streptomyces	sp. SM1
megan	refseq	species	combined	0.99	Streptomyces sp. SPB074	Streptomyces	sp. SPB074
megan	refseq	species	combined	0.99	Streptomyces sp. TAA040	Streptomyces	sp. TAA040
megan	refseq	species	combined	0.99	Streptomyces sp. TAA204	Streptomyces	sp. TAA204
megan	refseq	species	combined	0.99	Streptomyces sp. TAA486	Streptomyces	sp. TAA486
megan	refseq	species	combined	0.99	Streptomyces sp. TP-A0356	Streptomyces	sp. TP-A0356
megan	refseq	species	combined	0.99	Streptomyces sp. TP-A0874	Streptomyces	sp. TP-A0874
megan	refseq	species	combined	0.99	Streptomyces sp. TP-A0875	Streptomyces	sp. TP-A0875
megan	refseq	species	combined	0.99	Streptomyces sp. TSRI0107	Streptomyces	sp. TSRI0107
megan	refseq	species	combined	0.99	Streptomyces sp. Tu4128	Streptomyces	sp. Tu4128
megan	refseq	species	combined	0.99	Streptomyces sp. URHA0041	Streptomyces	sp. URHA0041
megan	refseq	species	combined	0.99	Streptomyces sp. WM6386	Streptomyces	sp. WM6386
megan	refseq	species	combined	0.99	Streptomyces sp. WMMB 322	Streptomyces	sp. WMMB 322
megan	refseq	species	combined	0.99	Streptomyces sp. WMMB 714	Streptomyces	sp. WMMB 714
megan	refseq	species	combined	0.99	Streptomyces sp. yr375	Streptomyces	sp. yr375
megan	refseq	species	combined	0.99	Streptomyces specialis	Streptomyces	specialis
megan	refseq	species	combined	0.99	Streptomyces stelliscabiei	Streptomyces	stelliscabiei
megan	refseq	species	combined	0.99	Streptomyces sulphureus	Streptomyces	sulphureus
megan	refseq	species	combined	0.99	Streptomyces sviceus	Streptomyces	sviceus
megan	refseq	species	combined	0.99	Streptomyces swartbergensis	Streptomyces	swartbergensis
megan	refseq	species	combined	0.99	Streptomyces tateyamensis	Streptomyces	tateyamensis
megan	refseq	species	combined	0.99	Streptomyces thermoautotrophicus	Streptomyces	thermoautotrophicus
megan	refseq	species	combined	0.99	Streptomyces torulosus	Streptomyces	torulosus
megan	refseq	species	combined	0.99	Streptomyces venezuelae	Streptomyces	venezuelae
megan	refseq	species	combined	0.99	Streptomyces viridochromogenes	Streptomyces	viridochromogenes
megan	refseq	species	combined	0.99	Streptomyces viridosporus	Streptomyces	viridosporus
megan	refseq	species	combined	0.99	Streptomyces vitaminophilus	Streptomyces	vitaminophilus
megan	refseq	species	combined	0.99	Streptomyces wuyuanensis	Streptomyces	wuyuanensis
megan	refseq	species	combined	0.99	Streptomyces xanthophaeus	Streptomyces	xanthophaeus
megan	refseq	species	combined	0.99	Streptomyces xiamenensis	Streptomyces	xiamenensis
megan	refseq	species	combined	0.99	Streptomyces xinghaiensis	Streptomyces	xinghaiensis
megan	refseq	species	combined	0.99	Streptomyces yanglinensis	Streptomyces	yanglinensis
megan	refseq	species	combined	0.99	Streptomycetaceae bacterium MP113-05	Streptomycetaceae	bacterium MP113-05
megan	refseq	species	combined	0.99	Streptosporangium canum	Streptosporangium	canum
megan	refseq	species	combined	0.99	Streptosporangium roseum	Streptosporangium	roseum
megan	refseq	species	combined	0.99	Streptosporangium subroseum	Streptosporangium	subroseum
megan	refseq	species	combined	0.99	Subdoligranulum sp. 4_3_54A2FAA	Subdoligranulum	sp. 4_3_54A2FAA
megan	refseq	species	combined	0.99	Sulfuricaulis limicola	Sulfuricaulis	limicola
megan	refseq	species	combined	0.99	Sulfurifustis variabilis	Sulfurifustis	variabilis
megan	refseq	species	combined	0.99	Sulfurisoma sediminicola	Sulfurisoma	sediminicola
megan	refseq	species	combined	0.99	Sulfuritalea hydrogenivorans	Sulfuritalea	hydrogenivorans
megan	refseq	species	combined	0.99	Sutterella wadsworthensis	Sutterella	wadsworthensis
megan	refseq	species	combined	0.99	Symbiobacterium thermophilum	Symbiobacterium	thermophilum
megan	refseq	species	combined	0.99	Syntrophobacter fumaroxidans	Syntrophobacter	fumaroxidans
megan	refseq	species	combined	0.99	Syntrophus aciditrophicus	Syntrophus	aciditrophicus
megan	refseq	species	combined	0.99	Tepidimonas taiwanensis	Tepidimonas	taiwanensis
megan	refseq	species	combined	0.99	Tepidiphilus thermophilus	Tepidiphilus	thermophilus
megan	refseq	species	combined	0.99	Terrabacter sp. Soil810	Terrabacter	sp. Soil810
megan	refseq	species	combined	0.99	Terriglobus roseus	Terriglobus	roseus
megan	refseq	species	combined	0.99	Terrisporobacter glycolicus	Terrisporobacter	glycolicus
megan	refseq	species	combined	0.99	Tessaracoccus aquimaris	Tessaracoccus	aquimaris
megan	refseq	species	combined	0.99	Tessaracoccus flavescens	Tessaracoccus	flavescens
megan	refseq	species	combined	0.99	Tessaracoccus flavus	Tessaracoccus	flavus
megan	refseq	species	combined	0.99	Tessaracoccus sp. T2.5-30	Tessaracoccus	sp. T2.5-30
megan	refseq	species	combined	0.99	Tetrasphaera australiensis	Tetrasphaera	australiensis
megan	refseq	species	combined	0.99	Tetrasphaera japonica	Tetrasphaera	japonica
megan	refseq	species	combined	0.99	Tetrasphaera sp. Soil756	Tetrasphaera	sp. Soil756
megan	refseq	species	combined	0.99	Thauera chlorobenzoica	Thauera	chlorobenzoica
megan	refseq	species	combined	0.99	Thauera humireducens	Thauera	humireducens
megan	refseq	species	combined	0.99	Thauera linaloolentis	Thauera	linaloolentis
megan	refseq	species	combined	0.99	Thauera sp. MZ1T	Thauera	sp. MZ1T
megan	refseq	species	combined	0.99	Thermaerobacter marianensis	Thermaerobacter	marianensis
megan	refseq	species	combined	0.99	Thermoactinospora rubra	Thermoactinospora	rubra
megan	refseq	species	combined	0.99	Thermoanaerobaculum aquaticum	Thermoanaerobaculum	aquaticum
megan	refseq	species	combined	0.99	Thermobifida cellulosilytica	Thermobifida	cellulosilytica
megan	refseq	species	combined	0.99	Thermobifida halotolerans	Thermobifida	halotolerans
megan	refseq	species	combined	0.99	Thermobispora bispora	Thermobispora	bispora
megan	refseq	species	combined	0.99	Thermocrispum agreste	Thermocrispum	agreste
megan	refseq	species	combined	0.99	Thermocrispum municipale	Thermocrispum	municipale
megan	refseq	species	combined	0.99	Thermoflexus hugenholtzii	Thermoflexus	hugenholtzii
megan	refseq	species	combined	0.99	Thermoleophilum album	Thermoleophilum	album
megan	refseq	species	combined	0.99	Thermomonas fusca	Thermomonas	fusca
megan	refseq	species	combined	0.99	Thermomonas haemolytica	Thermomonas	haemolytica
megan	refseq	species	combined	0.99	Thermomonospora curvata	Thermomonospora	curvata
megan	refseq	species	combined	0.99	Thioalbus denitrificans	Thioalbus	denitrificans
megan	refseq	species	combined	0.99	Thioalkalivibrio denitrificans	Thioalkalivibrio	denitrificans
megan	refseq	species	combined	0.99	Thioalkalivibrio sulfidiphilus	Thioalkalivibrio	sulfidiphilus
megan	refseq	species	combined	0.99	Thiobacillus denitrificans	Thiobacillus	denitrificans
megan	refseq	species	combined	0.99	Thiohalobacter thiocyanaticus	Thiohalobacter	thiocyanaticus
megan	refseq	species	combined	0.99	Thiomonas intermedia	Thiomonas	intermedia
megan	refseq	species	combined	0.99	Thiomonas sp. X19	Thiomonas	sp. X19
megan	refseq	species	combined	0.99	Thiopseudomonas denitrificans	Thiopseudomonas	denitrificans
megan	refseq	species	combined	0.99	Tistlia consotensis	Tistlia	consotensis
megan	refseq	species	combined	0.99	Trabulsiella odontotermitis	Trabulsiella	odontotermitis
megan	refseq	species	combined	0.99	Tranquillimonas alkanivorans	Tranquillimonas	alkanivorans
megan	refseq	species	combined	0.99	Tsukamurella sp. 1534	Tsukamurella	sp. 1534
megan	refseq	species	combined	0.99	Tsukamurella tyrosinosolvens	Tsukamurella	tyrosinosolvens
megan	refseq	species	combined	0.99	Uliginosibacterium gangwonense	Uliginosibacterium	gangwonense
megan	refseq	species	combined	0.99	Umezawaea tangerina	Umezawaea	tangerina
megan	refseq	species	combined	0.99	Ureibacillus thermosphaericus	Ureibacillus	thermosphaericus
megan	refseq	species	combined	0.99	Vagococcus penaei	Vagococcus	penaei
megan	refseq	species	combined	0.99	Vagococcus teuberi	Vagococcus	teuberi
megan	refseq	species	combined	0.99	Varibaculum cambriense	Varibaculum	cambriense
megan	refseq	species	combined	0.99	Variibacter gotjawalensis	Variibacter	gotjawalensis
megan	refseq	species	combined	0.99	Variovorax boronicumulans	Variovorax	boronicumulans
megan	refseq	species	combined	0.99	Variovorax paradoxus	Variovorax	paradoxus
megan	refseq	species	combined	0.99	Variovorax sp. 770b2	Variovorax	sp. 770b2
