Database	Tax_Level	Min_Supp	Combination	Taxon
refseq	genus	0.01	Alouatta:Gorilla:Pan:Homo	Paenibacillus
refseq	genus	0.01	Alouatta:Gorilla:Pan:Homo	Porphyromonas
refseq	genus	0.01	Alouatta:Gorilla:Pan:Homo	Propionibacterium
refseq	genus	0.01	Alouatta:Gorilla:Pan:Homo	Pseudopropionibacterium
refseq	genus	0.01	Alouatta:Gorilla:Pan:Homo	Selenomonas
refseq	genus	0.01	Alouatta:Gorilla:Pan:Homo	Tannerella
refseq	genus	0.01	Alouatta:Gorilla:Pan:Homo	Tessaracoccus
refseq	genus	0.01	Alouatta:Gorilla:Pan:Homo	Treponema
refseq	genus	0.01	Alouatta:Gorilla:Pan:Homo	Veillonella
refseq	genus	0.01	Pan:Homo	Catonella
refseq	genus	0.01	Pan:Homo	Desulfomicrobium
refseq	genus	0.01	Pan:Homo	Eggerthia
refseq	genus	0.01	Pan:Homo	Filifactor
refseq	genus	0.01	Pan:Homo	Lachnoanaerobaculum
refseq	genus	0.01	Pan:Homo	Mogibacterium
refseq	genus	0.01	Pan:Homo	Parvimonas
refseq	genus	0.01	Pan:Homo	Peptoanaerobacter
refseq	genus	0.01	Pan:Homo	Peptoniphilus
refseq	genus	0.01	Pan:Homo	Phocaeicola
refseq	genus	0.01	Pan:Homo	Ruminococcus
refseq	genus	0.01	Alouatta:Gorilla:Pan:Homo:Control	Actinomyces
refseq	genus	0.01	Alouatta:Gorilla:Pan:Homo:Control	Bacteroides
refseq	genus	0.01	Alouatta:Gorilla:Pan:Homo:Control	Candidatus_Kryptonium
refseq	genus	0.01	Alouatta:Gorilla:Pan:Homo:Control	Clostridium
refseq	genus	0.01	Alouatta:Gorilla:Pan:Homo:Control	Corynebacterium
refseq	genus	0.01	Alouatta:Gorilla:Pan:Homo:Control	Neisseria
refseq	genus	0.01	Alouatta:Gorilla:Pan:Homo:Control	Olsenella
refseq	genus	0.01	Alouatta:Gorilla:Pan:Homo:Control	Prevotella
refseq	genus	0.01	Alouatta:Gorilla:Pan:Homo:Control	Streptococcus
refseq	genus	0.01	Gorilla:Pan:Homo	Collinsella
refseq	genus	0.01	Gorilla:Pan:Homo	Desulfobulbus
refseq	genus	0.01	Gorilla:Pan:Homo	Desulfovibrio
refseq	genus	0.01	Gorilla:Pan:Homo	Dialister
refseq	genus	0.01	Gorilla:Pan:Homo	Johnsonella
refseq	genus	0.01	Gorilla:Pan:Homo	Oribacterium
refseq	genus	0.01	Gorilla:Pan:Homo	Slackia
refseq	genus	0.01	Pan:Homo:Control	Eubacterium
refseq	genus	0.01	Homo	Abiotrophia
refseq	genus	0.04	Alouatta:Gorilla:Pan:Homo	Campylobacter
refseq	genus	0.04	Alouatta:Gorilla:Pan:Homo	Fusobacterium
refseq	genus	0.04	Alouatta:Gorilla:Pan:Homo	Ottowia
refseq	genus	0.04	Alouatta:Gorilla:Pan:Homo	Prevotella
refseq	genus	0.04	Alouatta:Gorilla:Pan:Homo	Propionibacterium
refseq	genus	0.04	Alouatta:Gorilla:Pan:Homo	Pseudopropionibacterium
refseq	genus	0.04	Alouatta:Gorilla:Pan:Homo	Selenomonas
refseq	genus	0.04	Alouatta:Gorilla:Pan:Homo	Streptococcus
refseq	genus	0.04	Gorilla:Pan:Homo	Desulfobulbus
refseq	genus	0.04	Gorilla:Pan:Homo	Johnsonella
refseq	genus	0.04	Gorilla:Pan:Homo	Olsenella
refseq	genus	0.04	Gorilla:Pan:Homo	Slackia
refseq	genus	0.04	Gorilla:Pan:Homo	Tannerella
refseq	genus	0.04	Gorilla:Pan:Homo	Treponema
refseq	genus	0.04	Pan:Homo	Eubacterium
refseq	genus	0.04	Pan:Homo	Mogibacterium
refseq	genus	0.04	Pan:Homo	Parvimonas
refseq	genus	0.04	Pan:Homo	Peptoanaerobacter
refseq	genus	0.04	Pan:Homo	Phocaeicola
refseq	genus	0.04	Pan:Homo	Porphyromonas
refseq	genus	0.04	Alouatta:Gorilla:Pan:Homo:Control	Actinomyces
refseq	genus	0.04	Alouatta:Gorilla:Pan:Homo:Control	Corynebacterium
refseq	genus	0.04	Homo	Abiotrophia
refseq	genus	0.04	Homo	Catonella
refseq	genus	0.04	Gorilla:Pan:Homo:Control	Clostridium
refseq	genus	0.07	Alouatta:Gorilla:Pan:Homo	Actinomyces
refseq	genus	0.07	Alouatta:Gorilla:Pan:Homo	Campylobacter
refseq	genus	0.07	Alouatta:Gorilla:Pan:Homo	Corynebacterium
refseq	genus	0.07	Alouatta:Gorilla:Pan:Homo	Fusobacterium
refseq	genus	0.07	Alouatta:Gorilla:Pan:Homo	Ottowia
refseq	genus	0.07	Alouatta:Gorilla:Pan:Homo	Prevotella
refseq	genus	0.07	Alouatta:Gorilla:Pan:Homo	Pseudopropionibacterium
refseq	genus	0.07	Alouatta:Gorilla:Pan:Homo	Selenomonas
refseq	genus	0.07	Alouatta:Gorilla:Pan:Homo	Streptococcus
refseq	genus	0.07	Pan:Homo	Eubacterium
refseq	genus	0.07	Pan:Homo	Johnsonella
refseq	genus	0.07	Pan:Homo	Parvimonas
refseq	genus	0.07	Pan:Homo	Phocaeicola
refseq	genus	0.07	Pan:Homo	Porphyromonas
refseq	genus	0.07	Pan:Homo	Treponema
refseq	genus	0.07	Gorilla:Pan:Homo	Desulfobulbus
refseq	genus	0.07	Gorilla:Pan:Homo	Olsenella
refseq	genus	0.07	Gorilla:Pan:Homo	Tannerella
refseq	genus	0.07	Homo	Abiotrophia
refseq	genus	0.07	Homo	Peptoanaerobacter
