Taxon	OME007.A0101	OME009.A0101	OME005.A0101	OME002.A0101	OME003.A0101	MTM009.A0101	MTM006.A0101	MTM005.A0101	MTM004.A0101	MTM001.A0101	MTM008.A0101	MTK001.A0101	MTS001.A0101	DJA002.A0101	MTM010.A0101	EBO001.A0101	ABM006.A0101	EBO003.A0101	FDM001.A0101	CDC008.A0101	CDC010.A0101	KNP004.A0102	KNP005.A0102	KNP006.A0102	KNP007.A0102	KNP009.A0102	KNP003.A0102	KNP001.A0102	ABM008.A0101	DJA006.A0101	ABM007.A0101	DJA007.A0101	EBO008.A0101	EBO009.A0101	Chimp.150519	GOY005.A0101	SpyNew	GOY006.A0101	FUM002.A0101	ElSidron1	PES001.B0101	ElSidron2	OAK004.A0101	OAK003.A0101	TAF017.A0101	OAK001.A0101	MOA001.A0101	OAK002.A0101	TAF018.A0101	OAK005.A0101	TAF008.B0101	ECO004.B0101	ECO002.B0101	EMN001.A0101	ECO010.B0101	RIG001.A0101	PLV001.A0101	OFN001.A0101	PYK005.A0101	ESA004.A0101	PYK004.A0101	ESA007.A0101	ESA008.A0101	PYK003.A0101	ESA006.A0101	ESA003.A0101	PYK002.A0101	PYK001.A0101	LIS003.A0101	LIS002.A0101	LIS001.A0101	JAE012.A0101	JAE013.A0101	JAE010.A0101	JAE014.A0101	JAE006.A0101	JAE007.A0101	JAE015.A0101	JAE009.A0101	JAE016.A0101	JAE008.A0101	VLC008.A0101	VLC005.A0101	VLC002.A0101	VLC001.A0101	VLC003.A0101	VLC010.A0101	VLC004.A0101	VLC009.A0101	EXB015.A2001	EXB023.A0101	EXB033.A0801	EXB015.A2101	EXB015.A1901	EXB015.A2201	EXB022.A0101	EXB033.A1401	EXB015.A2901	EXB015.A2501	EXB021.A0101	EXB020.A0101	EXB015.A2601	EXB033.A0401	EXB002.A1101	EXB015.A2301	EXB015.A2801	EXB015.A2401	EXB015.A1701	LIB007.A0119	LIB017.A0101	LIB007.A0118	LIB025.A0301	LIB014.A0101	LIB013.A0101	LIB025.A0701	LIB007.A0124	LIB012.A0101	LIB007.A0123	LIB025.A0601	LIB007.A0120	LIB015.A0101	LIB007.A0117	LIB017.A0102	LIB009.A0102	LIB007.A0122	SRR514202	SRR514329	SRR514306	SRR513165	SRR514239	SRR062298	SRR513768	SRR062299	SRR061294	SRR513775	SRR1804823	SRR061365	SRR061320	SRR513828	SRR1804664	SRR062083	SRR061192	SRR063517	SRR512767	SRR061562	SRR1930141	SRR1761705	SRR1761721	SRR1929408	SRR1761710	SRR1930145	SRR1930121	SRR1761718	SRR1930123	SRR1761698	SRR1761688	SRR1761692	SRR1761677	SRR1761682	SRR060358	SRR059425	SRR059917	SRR059389	SRR1761697	SRR059455	SRR3189411	SRR3189416	SRR1633008	SRR1631064	SRR1631063	SRR3184100	SRR1631060	SRR1631061	SRR3189418	SRR3184876	ARS020.A0101.SG1.2	ARS012.A0101.SG1.2	ARS013.A0101.SG1.2	ARS004.A0101.SG1.2	ARS017.A0101.SG1.2	ARS005.A0101.SG1.2	ARS011.A0101.SG1.2	ARS001.A0101.SG1.2	ARS010.A0101.SG1.2	ARS015.A0101.SG1.2	ERR1883438	ERR1883424	ERR1883423	ERR1883421	ERR1883418	ERR1883420	ERR1883419	ERR1883430	ERR1883422	ERR1883436
Streptococcus cristatus	36539	9863	22448	14678	19497	435	1634	1006	1461	2308	4774	8569	2251	0	4559	5183	0	0	5825	0	0	0	0	0	0	0	0	0	0	0	0	1678	0	0	0	12808	61970	5256	23357	49098	80428	96196	25750	4367	11130	0	0	40984	38758	10429	21050	30246	236340	13618	0	45257	42197	1757	0	5400	32214	20534	64004	0	28704	65682	7830	0	8069	1606	13198	143020	89529	62539	63610	334396	148876	31301	104584	0	46032	15977	76440	33854	50196	35499	8824	79936	45666	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	100	0	6997	54143	70547	18716	27082	11206	20604	3107	8471	26954	75785	20055	45889	433465	65814	18400	137632	23917	160443	135012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6299	5783	0	8621	8469	0	7570	7681	5252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces sp. Chiba101	5734	7343	5440	19207	10972	2304	7815	2002	3833	1773	3453	5911	5294	9921	1693	12010	10370	10418	2510	1630	4503	73	2159	1706	3452	4563	5774	6676	2104	6138	1847	5947	5043	1730	6184	6318	335	5738	37452	56706	30719	54766	7305	10974	0	2774	2636	6572	3210	14752	4158	0	4771	20307	2091	39727	4947	16406	27729	8180	25791	9180	10636	21797	12868	12552	18834	10668	5625	10294	10107	34282	16982	47548	165942	41352	0	72883	110404	150908	103088	31395	32856	25361	22630	11290	52458	62128	56622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	6815	11722	65394	0	14975	3009	38289	1460	7363	28069	7071	22689	19040	23943	60217	40618	14789	33680	120768	12017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanobrevibacter sp. YE315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	65473	0	7169	0	0	2476	0	0	0	0	0	2155	28274	24450	5586	51832	25602	19549	3479	68691	2459	3774	17494	4712	28061	0	0	0	7014	6246	7572	7047	0	0	0	21135	0	0	22662	20519	0	0	0	0	0	7725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanobrevibacter olleyae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2135	0	0	0	0	0	0	0	0	0	0	0	0	0	1965	0	0	117896	0	27226	0	0	0	0	0	0	0	0	0	3959	3732	1175	7550	24542	29163	0	24279	0	0	5154	1611	3407	0	0	0	0	2532	2286	2613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uncultured bacterium	6041	5199	6940	11056	10796	1475	4303	2843	2413	2565	4216	7434	3441	5545	5817	8758	5912	11561	2091	5522	6634	121	8132	8635	6772	7557	7185	11155	2593	5681	7235	10833	6987	1854	13196	8078	4327	3162	9441	47637	8100	52832	9193	12931	8487	5397	5962	13631	10531	10769	6603	12675	13578	10833	6687	17909	9229	8933	17716	5254	13470	6720	5800	10157	7092	8082	11062	15716	10783	6028	6650	105626	60240	66127	69398	105442	88604	40327	68615	77077	70877	44537	59454	18414	43944	49495	19176	56252	39975	125	699	882	0	83	201	603	197	94	369	0	0	375	2023	172	50	667	0	65	0	481	0	417	445	0	763	0	26	0	528	0	810	0	0	240	0	14522	47001	52626	23263	18440	17049	42097	8351	13575	36158	32760	32927	35790	61210	38909	66651	31583	34520	60588	65386	1231784	381981	576312	1031795	666841	512379	993485	855090	1323350	513309	467278	359132	461280	319000	327211	797925	1087337	194190	402406	685862	16758	15090	22865	38982	38994	12950	34259	35732	13336	38545	16579	16139	18427	17519	31021	14509	13864	21179	15980	28789	16866	12711	12691	11156	15242	13554	11173	10276	7504	15932
Mogibacterium pumilum	0	0	0	0	0	501	0	0	946	0	0	0	0	4530	0	40335	0	7657	0	11271	15969	282	17387	17306	87444	76716	19598	116963	3677	9822	19803	16185	28226	4934	67926	4289	24789	7989	6779	34098	2412	108509	0	6189	5049	1571	8402	0	33296	0	3877	14591	44938	12417	3080	17797	2154	3437	112730	2341	11887	7536	7870	19503	1934	3294	8912	8010	11169	16052	22980	0	0	0	41304	0	0	53563	31892	90515	15138	23292	57039	6878	45037	0	3926	0	6634	0	0	0	0	0	0	896	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	593	0	0	0	0	0	0	0	0	0	9950	0	4044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptotrichia sp. oral taxon 212	1712	734	2421	6772	5820	0	0	0	0	0	0	0	0	0	0	4145	0	0	0	0	0	0	979	0	0	0	0	1770	0	0	0	0	0	0	0	33543	2507	2334	1646	22550	2222	77526	7792	2546	7031	0	0	39022	4025	5329	0	2658	2902	8100	0	16424	9457	2888	0	8112	23915	0	1828	0	2153	14719	2291	0	48114	0	4188	618973	168974	126953	112886	159222	948097	12140	114239	28707	353670	38215	158866	26555	62234	71242	12629	103879	46461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89926	196491	122048	109125	49317	72437	4877	134167	23694	11459	0	54288	102356	25490	47748	78874	10490	94645	473751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria sicca	12479	1173	4166	4745	4223	3105	30496	84598	7896	27515	111568	68318	35828	0	10600	19349	0	0	4064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59228	2979	4662	11072	4351	15259	33974	17227	0	49645	0	0	113659	18731	3731	0	0	7013	19549	0	15897	90583	11357	0	9717	46842	0	5373	0	11558	159435	22275	0	193982	0	21198	171592	5648365	887476	319884	7066741	8822649	169545	780537	31671	1231637	30791	757995	232681	1047184	1095841	46479	667021	566336	0	1572	0	0	0	0	799	29	0	0	88	154	0	1982	0	0	0	0	0	0	0	0	119	937	0	0	151	113	0	0	0	2083	0	0	0	0	183873	1825159	58110	322378	145057	0	21607	33913	8159	444917	1283825	741661	47960	46915	129954	314006	153271	3254937	51970	1034696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10263	9412	13188	20276	20216	42890	17853	18558	8838	11968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parvimonas micra	0	0	0	10037	27743	735	0	0	2854	0	0	0	0	11248	0	0	6860	8747	0	4002	5493	1008	12047	26788	10155	28915	22652	41310	5051	1880	4793	26298	6513	1396	28518	3407	1289	3562	6075	33235	0	52111	4749	15371	2474	10311	4206	0	41466	7590	2885	82175	17199	39166	2715	12556	1341	5685	6248	1156	8955	4446	7237	6053	12493	9504	45445	1746	6426	9954	7991	0	0	0	61710	0	0	27876	22805	107883	41017	0	25897	3544	68116	0	0	10678	8126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	29442	0	47100	34089	41822	52356	45847	29810	4854	11138	0	0	0	0	0	0	7954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Veillonella parvula	0	0	0	0	0	277	0	5799	3526	13702	4728	0	7547	0	9748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5902	861	1257	0	18075	0	13860	74778	0	8019	0	0	34471	19718	7624	0	4882	0	36392	0	12473	4022	0	0	0	15742	0	0	0	0	2598	0	0	0	1546	1427	158953	103828	218004	0	0	0	0	0	58940	57440	0	0	3822	57435	16523	3711	22427	16268	0	0	0	0	0	0	0	15	0	0	0	0	0	1575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	1061947	854488	354015	565947	124547	310462	876200	157499	228095	348112	125006	52494	162933	634202	28684	389146	922848	225440	972926	541807	5599	10709	8677	5632	17421	0	0	9968	12384	13254	0	0	0	0	0	7709	0	0	0	0	204266	182639	36674	36745	36559	145275	33090	33162	165533	16852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium nucleatum	16185	2453	37269	76606	144496	4061	3255	2288	3987	4936	744	0	4680	108869	3907	28882	108582	19604	1655	7351	20396	1326	40574	28155	19367	121036	95794	139668	6304	2068	5273	14313	6366	2064	67969	20554	865	3692	0	13020	0	32524	55971	7114	6428	5026	2695	41169	4466	113530	0	19947	3860	11061	0	11823	5986	8480	0	4648	18751	5351	4870	4179	5021	10164	33099	8317	24465	8567	8374	383232	93143	193174	65623	28142	725324	14003	120288	320732	299868	42579	114336	15508	680132	31181	15819	193757	68091	0	0	0	0	0	0	0	20	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	2818	0	0	0	0	317	0	0	0	0	350186	353679	738111	451215	728997	569437	352736	376441	407336	401758	47596	0	288455	311885	76775	155132	885856	51810	111463	646691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5503	5439	0	4753	5055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788	2032	1545	1385	0	0	0
Tannerella sp. oral taxon HOT-286	0	0	0	3379	3487	1726	0	0	0	1964	622	0	1360	26771	0	0	0	0	0	4662	1882	61	20163	5342	4671	30074	23002	25003	12007	13232	4344	48593	10303	4247	22371	13113	517	2571	0	7795	5630	30141	2420	2376	0	0	0	2934	28548	42351	27367	0	3408	10573	0	11758	1553	2429	0	6317	34506	9662	2664	0	3681	11835	40289	0	14464	1558	3732	80941	91277	45470	307731	46574	53652	26022	119859	473386	151507	47018	38368	24803	91633	27544	9238	137920	47217	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	31875	330990	104855	137288	201728	0	9376	52630	352031	7956	0	25856	0	82074	0	59791	0	27344	322002	0	0	0	0	0	0	3738	0	4161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Treponema denticola	0	0	0	0	0	6338	0	0	599	0	0	0	0	15817	0	2832	842	11001	0	6820	3383	42	7272	3551	995	4937	1628	9762	580	3942	1342	3302	2076	566	2290	0	0	374	0	20349	2089	22286	9663	10129	17473	4153	14249	0	9222	22283	6880	36939	3808	1308	0	9900	1543	11549	11950	10259	19102	12569	31445	28517	21313	20720	63177	15900	20002	12206	23197	0	0	34459	311546	0	54993	230420	160160	35786	213098	71451	109489	29662	488513	9299	6262	22547	29459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1063	0	0	0	0	240	0	0	0	0	0	0	0	98640	71274	61160	0	5232	0	52604	0	0	6313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga sputigena	5127	4354	5122	9666	3520	0	0	0	0	333	0	0	0	0	0	2542	2290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13035	815	1986	0	4426	0	46926	11742	0	3739	0	0	53155	5969	4080	0	2906	0	15332	0	9512	8080	3137	0	9255	39808	0	3515	0	6422	28240	3777	0	73646	0	3316	1342180	687527	1710853	251233	678951	440952	104803	427389	116072	1091146	598458	1022600	135652	645937	240798	36551	197187	536264	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	85653	769926	878928	278023	175195	134715	597970	41071	65416	230605	107910	71177	339248	338213	237463	789012	668138	203225	184177	707548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14991	13168	0	0	0	0	0	0	11807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanobrevibacter sp. AbM4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44271	0	5094	0	0	0	0	0	0	0	0	0	0	0	0	2073	8522	13941	0	8084	0	0	1656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eikenella corrodens	14370	9460	22888	29077	26574	1465	3565	8235	825	2815	7923	6021	3716	29228	1032	13090	28349	0	2237	0	0	17	0	0	0	2690	912	1159	809	0	0	4061	0	0	0	31855	9328	11360	1632	4047	2594	124172	35748	0	4911	0	0	67437	68643	71159	0	4183	2663	27378	0	8312	4229	12322	0	25873	45445	1419	4183	0	12162	27106	14252	0	22813	1590	8927	546812	826191	959208	266317	2147294	1919158	70506	367002	117956	615603	93367	631683	257198	116406	469803	170871	206825	363000	0	0	0	0	0	0	0	37	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	157	22	0	0	0	241	0	0	0	0	6562	124893	215849	46282	74947	43501	53136	13753	29826	60545	38379	49249	60789	129207	92545	185642	44192	66082	294730	207636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga gingivalis	9606	23763	6140	25745	18630	0	0	0	0	0	0	0	0	0	0	3515	813	0	1642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4342	597	1162	0	0	0	12489	11785	0	2764	0	0	42724	7333	0	0	3785	0	7990	0	7722	2888	1678	0	9711	31827	0	0	0	3580	17769	2938	0	40422	0	2929	2942128	732397	1250911	319605	1909065	3178663	96412	361252	78953	630452	309551	961539	118932	355223	404900	98968	316946	221661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	138921	115224	727857	358178	296202	130152	28185	42540	133014	423077	220953	207364	603543	1112818	216171	282392	400939	48783	953992	392039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10592	9580	0	0	0	7517	0	0	8688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus intermedius	27323	7249	17020	11565	15291	358	0	842	839	1482	1750	2483	1064	0	7034	1747	1135	0	2381	1872	0	70	6483	2309	5917	5741	3256	7002	642	967	2050	3802	1548	0	3364	3881	6314	1142	3328	11738	19827	25036	9534	5490	4235	1150	3274	14528	7803	3232	2642	19987	96720	4404	4578	7310	7470	0	3439	0	6433	2329	4403	6660	3178	6580	3970	1720	3067	2768	3861	48357	31276	25144	20069	103208	48410	0	34486	0	37864	9147	35610	5729	28644	10479	0	17300	13804	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95494	17202	54609	35023	31920	5797	159994	27833	8010	39141	21459	0	13310	29637	8141	0	5552	24671	17203	8312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfobulbus propionicus	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	1479	0	1986	2251	67	2488	0	1182	1715	1059	2851	639	1189	0	3553	1314	0	3827	0	0	429	2752	23459	2345	25760	0	0	0	0	7583	0	1965	3103	5941	0	0	5967	0	7146	965	0	5665	0	3407	0	0	3005	0	0	10724	1665	1456	0	1984	0	0	0	0	0	0	0	0	66554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter gracilis	0	0	822	3544	6815	4829	1129	1040	1231	2733	2221	0	3808	69730	0	54704	114051	37520	0	5850	20057	512	13666	9859	3768	28576	20870	42707	1149	4640	4058	15709	6088	2347	14065	9480	0	2654	0	102399	2365	44128	16976	7516	2941	973	4111	2223	2518	74393	11622	10165	8041	9918	0	6897	0	6293	0	7271	36592	16158	10530	3696	6346	15108	27839	6790	19100	5898	12643	37201	71693	65544	77234	0	0	21861	152910	284861	239749	52571	39821	23065	41847	20271	65411	371605	123224	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	321	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	113097	42508	451963	169875	172453	62748	133657	59044	61063	106723	0	0	30873	154348	55261	0	130770	20043	105174	38344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus oralis	18202	4754	11110	7394	9995	0	0	652	454	1138	1489	1754	885	0	5368	1472	0	0	1069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4712	2448	893	1956	5336	7808	10507	6158	0	3957	0	0	22867	12605	0	0	8462	9888	7644	0	6305	14033	1458	0	2857	15057	2660	6187	0	4239	29996	6309	0	7069	0	2892	509085	358822	388968	220027	240161	507724	118326	231500	32198	314388	126170	226167	28458	156824	89383	10163	130230	220455	0	0	0	0	0	0	0	34	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72156	861784	59635	83110	35333	45990	303162	22974	69465	263746	437668	208945	254736	320280	52089	154207	198886	314452	1420808	183966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37460	33832	16805	28345	28739	76242	25521	26215	30858	14848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria meningitidis	9136	2739	6303	7446	7794	3348	32824	81259	6917	28181	87308	60845	35833	1073	11104	22708	1170	0	4736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19712	0	1766	3584	0	3698	11510	8332	0	13054	0	0	42608	6165	3010	0	0	0	5646	0	6068	19168	3539	0	5966	12363	0	1612	0	3886	32879	5092	0	41359	0	3759	129400	636340	170994	70975	791436	908047	33305	144232	0	177436	17128	132127	46347	111181	111633	15834	114671	82557	0	1562	0	0	0	0	881	16	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	801	0	0	0	81	0	0	0	1989	0	0	0	0	25967	341642	51609	53192	35926	0	15711	8297	7019	75324	147473	119459	21253	43984	88791	101587	24537	414581	41681	393714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6102	5568	0	8343	8505	8649	7465	7627	4917	9865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus anginosus	70870	18888	43708	30016	39835	564	0	877	1455	1837	2395	3897	1380	1934	7596	3286	0	0	3563	2693	1088	67	6347	2538	6256	8676	3159	8991	713	1234	1859	5175	2584	506	3297	1748	6623	879	3190	14767	7317	29776	3497	7261	3419	1787	8917	5703	4666	3779	3902	22918	30758	2729	5643	5829	3778	1944	6238	4368	6856	5055	10735	6123	6509	10562	12694	1662	4507	6168	10734	19915	22039	16477	81826	0	0	35084	13527	25243	37102	21391	25747	5519	23772	0	0	56550	9647	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	10064	0	5778	16384	6278	0	26331	3415	5572	8516	0	0	8681	0	0	11254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5425	5408	0	4788	4776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus pneumoniae	32312	8661	20318	13296	18972	285	0	1043	834	1852	2518	2946	1687	0	8037	2986	0	0	2336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4596	4394	1031	2404	6128	8011	11977	5753	0	2599	0	0	12781	7660	0	1881	6642	19001	4416	0	5705	8147	0	0	1324	5370	1527	3687	0	2292	10525	1981	0	2366	0	0	96456	64597	61942	44292	101466	132990	30358	38672	0	77218	11168	49387	7271	25712	13248	0	19085	27431	0	0	0	0	0	0	0	24	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	45935	207550	19373	11649	9061	17866	70256	6056	18567	52362	111778	24957	34917	64440	33708	28197	47048	59198	137460	45751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39754	36427	15965	33127	33127	55585	29409	29955	32734	32037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ottowia sp. oral taxon 894	68237	199429	101378	131682	109461	448	0	3300	0	12710	8394	68075	871	2412	0	207842	21169	0	132295	100134	22937	137	45622	44520	1294	13898	13910	80182	3646	86296	36044	2255	34167	500	0	11291	1477	11767	1757	7142	5827	507754	279384	2807	16636	0	0	48084	966726	3694	163119	42352	0	13325	0	5683	1341	30111	0	680721	62020	6005	36448	0	120028	260183	4421	0	387879	0	71981	23590	833831	2627469	883259	12475873	5674823	39886	1714749	2165097	11163937	1348681	4374748	3035670	970855	5577082	1100836	766051	378026	0	0	0	0	0	0	955	41	0	0	152	140	0	972	0	50	0	0	0	0	0	0	69	610	0	0	846	130	0	0	0	1130	0	0	448	0	0	0	151861	52615	0	0	11843	0	19777	0	0	36928	30757	0	152717	0	0	0	419921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
